material_id,elasticity.G_VRH,composition
mp-13456,33.0,Zn1 S1
mp-13503,48.0,Sc1 Zn2
mp-136,185.0,Fe1
mp-13682,17.0,Pd1 S2
mp-1378,29.0,Li1 C1
mp-13801,83.0,Tl2 Pt2 O7
mp-1431,141.0,Mn1 Si1
mp-1462,18.0,Sn2 Au1
mp-1479,162.0,B1 P1
mp-14793,60.0,Mg2 Si1 Pt1
mp-14797,12.0,Rb1 Pt2 Se3
mp-15226,142.0,Cr1 W1 N2
mp-1557,30.0,Mg3 Au1
mp-15607,82.0,Ca1 B2 C2
mp-15649,96.0,As2 Ir1
mp-15896,28.0,Cu2 Si1 Se3
mp-15951,25.0,Be1 F2
mp-1598,14.0,Na3 P1
mp-16220,37.0,Si1
mp-1630,58.0,Zr3 Hg1
mp-1648,79.0,Al12 Re1
mp-165,62.0,Si1
mp-16524,41.0,Sc1 Al1 Pd2
mp-169,92.0,C1
mp-1777,19.0,Li15 Ge4
mp-1778,130.0,Be1 O1
mp-1783,15.0,Mn1 S1
mp-1791,77.0,Al5 Rh2
mp-1808,36.0,Ti2 Ni1
mp-1814,13.0,Ba1 Ag5
mp-18778,29.0,Zr1 W2 O8
mp-18816,72.0,Fe2 Si1 O4
mp-18875,70.0,Mg1 W1 O4
mp-189,99.0,Si1 Ru1
mp-190,126.0,Re1 O3
mp-19017,48.0,Li1 Fe1 P1 O4
mp-1903,35.0,Ba1 Al4
mp-1907,12.0,Ti1 Te2
mp-19086,31.0,Ba1 Co1 O2
mp-19138,24.0,Ba1 Ni1 O3
mp-1914,55.0,Y1 Ga2
mp-1915,145.0,Fe2 B1
mp-19292,73.0,Co1 As2 O6
mp-19330,33.0,Ca1 Mo1 O4
mp-19331,89.0,Mn1 Ni1 O3
mp-1944,115.0,Co1 P3
mp-19734,23.0,Mg1 Pb1 F6
mp-19904,37.0,Zr1 Ni2 Sb1
mp-20066,3.0,C1 O2
mp-20097,17.0,Pt3 Pb1 C1
mp-20202,49.0,Mg1 Sn4 Ru1
mp-20211,99.0,Mn3 Si1
mp-20249,107.0,Mn1 Co1 P1
mp-20310,14.0,Li1 In1 Se2
mp-20315,96.0,Ti2 In1 C1
mp-20335,100.0,Mn1 Nb1 P1
mp-20337,46.0,Zr1 Pb1 O3
mp-20351,31.0,In1 P1
mp-20563,36.0,Ba1 Co2 As2
mp-2058,82.0,Ni3 B1
mp-20581,13.0,Ca3 In1
mp-20586,75.0,V1 Co2 Si1
mp-20648,117.0,V2 C1
mp-20862,55.0,Co1 Se2
mp-20928,77.0,Sb2 Ru1
mp-20935,65.0,Zr1 Sn1 Ir1
mp-2108,94.0,Ti5 Si3
mp-21211,45.0,In1 Fe1 Co2
mp-21215,28.0,In1 Pd1
mp-21316,125.0,Ta1 Si1 Ir1
mp-214,81.0,Zr1 Ru1
mp-21418,26.0,Mn1 Sn1 Pt1
mp-21467,74.0,Ti1 Co2 Sn1
mp-21521,12.0,Cs2 Pb1 O3
mp-22033,46.0,Ti5 Sb3
mp-2211,94.0,V3 Pt1
mp-22191,91.0,Hf1 Fe1 Ge1
mp-22309,66.0,Co1 Se2
mp-22493,22.0,Y1 In1 Au2
mp-22580,31.0,Zr1 Ga1 Ni2
mp-22617,42.0,Y1 Ni1 Sn1
mp-22619,98.0,Ni1 P2
mp-22725,46.0,Ti1 In1 Cu2
mp-22862,14.0,Na1 Cl1
mp-2291,32.0,Si2 Ni1
mp-22934,7.0,K2 Pt1 Cl4
mp-23163,8.0,Cs1 Bi2
mp-2318,87.0,Nb2 C1
mp-23222,21.0,Li3 Bi1
mp-2323,70.0,Be1 Cu1
mp-23752,11.0,Cs2 Mg1 H4
mp-2379,64.0,Co1 Si2
mp-23803,91.0,Ga1 H1 O2
mp-23807,133.0,Al1 H1 O2
mp-2385,83.0,Ta1 Cr2
mp-2398,34.0,Sc1 Sn2
mp-2469,17.0,Cd1 S1
mp-2472,56.0,Sr1 O1
mp-25317,33.0,Li3 Cu2 O4
mp-25542,40.0,Li1 Mn1 O2
mp-2557,53.0,Zr2 Al1
mp-25886,41.0,Cu1 P1 O4
mp-259,121.0,Al1 Mo3
mp-260,223.0,Cr1 B1
mp-2600,14.0,Ba1 Te1
mp-2633,149.0,Ge1 O2
mp-2685,35.0,Hg1 Pd1
mp-27148,73.0,Be1 P2
mp-27381,5.0,Cs1 Sn1 I3
mp-2741,38.0,Ca1 F2
mp-2750,26.0,Cr2 Te3
mp-27678,12.0,Y2 Cl3
mp-27793,57.0,Nb2 Se1
mp-27837,16.0,Na1 H1 F2
mp-27863,21.0,Al1 Cl1 O1
mp-28056,60.0,P2 Rh3
mp-2809,9.0,Sb2 S3
mp-28323,12.0,Pd2 Cl2 O1
mp-291,134.0,Ti1 Os1
mp-29208,22.0,Ca1 Mg2 Bi2
mp-29374,14.0,K1 Ga1 Sb4
mp-29638,32.0,Bi1 Te1 Pt1
mp-29666,10.0,Bi2 Te2 Se1
mp-29750,4.0,Cs1 Mg1 Br3
mp-29752,59.0,Ni1 Ge1 Pt2
mp-29973,26.0,Sr1 N1
mp-30019,21.0,Zr1 Cu2 Te3
mp-30028,99.0,Y1 Si2 Rh3
mp-30251,28.0,Y1 Au1 O2
mp-303,27.0,Ba1 Zn5
mp-30352,21.0,Na1 Ag2
mp-30437,25.0,Ca1 Sn1 Pd1
mp-30472,24.0,Ca2 Ga1 Cu2
mp-30481,71.0,Ca1 Pt5
mp-30533,15.0,K1 Pt2 S3
mp-30555,86.0,Ta1 Ga1 Co2
mp-30563,66.0,Zr1 Co1 Sn1
mp-30599,48.0,Ti2 Cu3
mp-30657,40.0,Ti1 Ga1 Ni2
mp-30788,101.0,Sn1 Mo3
mp-30867,52.0,Sc1 Ru1
mp-31160,36.0,Ca1 Zn1 Sn1
mp-31169,25.0,Sc1 Al1 Ag2
mp-31205,36.0,Zr3 Fe1
mp-31297,37.0,Sc1 In1 Pt1
mp-31502,20.0,Sc1 Cd7
mp-3241,41.0,Sr1 Cu2 Ge2
mp-3472,18.0,Pb1 S1 O4
mp-36,22.0,Sc1
mp-3657,86.0,Ti1 Co2 Si1
mp-3677,104.0,Mg1 Si1 N2
mp-372,110.0,V1 Pt3
mp-38280,123.0,Li1 Ti1 O2
mp-4056,82.0,Ca1 Sc2 O4
mp-4112,8.0,Tl2 S1 O4
mp-4368,31.0,Sb1 Pd1 Se1
mp-441,11.0,Rb2 Te1
mp-4438,77.0,Ca1 Sn1 O3
mp-4549,32.0,Sr1 Si1 N2
mp-4556,19.0,Li2 S1 O4
mp-4586,13.0,Li1 Al1 Te2
mp-4608,7.0,K1 P1 F6
mp-4824,26.0,Na1 Zn1 P1
mp-4867,46.0,Ca1 Al4 O7
mp-4899,17.0,Ga1 Ag1 Te2
mp-5000,15.0,Tl1 Cu2 Se2
mp-501,16.0,Ta1 Se2
mp-5025,112.0,Zr2 C1 S1
mp-504659,76.0,Hf2 P1
mp-504908,60.0,In2 Te1 O6
mp-505198,17.0,Cs1 Cu4 Se3
mp-5129,93.0,Y1 Co2 Si2
mp-5175,57.0,Na1 In1 O2
mp-522,28.0,Cu1 Au1
mp-5221,89.0,Hf1 Al1 Co2
mp-540584,18.0,K2 Pd1 O2
mp-5407,90.0,Ti1 Al1 Co2
mp-540783,3.0,Os1 O4
mp-541014,4.0,Cs3 Sb2 I9
mp-541431,36.0,Ca2 Si1 H2 O5
mp-541487,14.0,Tl1 Pt2 Se3
mp-541989,18.0,Na2 C1 N2
mp-542112,62.0,Ca1 Zr1 O3
mp-542429,27.0,Mg3 Rh1
mp-542496,23.0,Ca6 Ag16 N1
mp-542595,137.0,Ge2 W1
mp-542812,7.0,Ga1 Te1
mp-5456,54.0,Sr2 Cu1 O3
mp-545756,8.0,Zn1 S1 O4
mp-5492,42.0,Sr1 Al2 O4
mp-550306,33.0,Y1 Cu2 Bi2 Se2 O4
mp-550908,98.0,Sr1 Hf1 O3
mp-551873,29.0,Ca4 Bi2 O1
mp-553961,61.0,Sc1 Nb1 O4
mp-554355,29.0,Ca1 F2
mp-555599,24.0,Cu1 S1
mp-556417,9.0,Rb2 Ni1 F6
mp-556777,41.0,Li2 C1 O3
mp-557533,14.0,Cs2 Tl1 V1 F6
mp-557862,17.0,Ba1 Ag2 Hg2 O4
mp-558050,21.0,Rb2 Na1 Mn1 F6
mp-558781,72.0,Sc1 Ta1 O4
mp-5597,79.0,Ca1 Fe2 P2
mp-559976,27.0,Ta2 C1 S2
mp-560037,16.0,Rb2 Na1 Bi1 F6
mp-560399,43.0,Na1 Mg1 F3
mp-560936,27.0,Rb2 Na1 Cr1 F6
mp-561419,72.0,V2 Fe1 S4
mp-561536,36.0,Na1 Mg1 B1 O3
mp-561598,18.0,Ba1 Pb1 O3
mp-566131,28.0,K1 Cr1 F3
mp-5676,29.0,Mn1 Sb1 Pt1
mp-567617,121.0,Rh1 N2
mp-567832,53.0,Ti1 Te1
mp-567981,79.0,Cr1 Ga1 Co2
mp-568404,26.0,Li9 Al4
mp-568671,120.0,V5 Si3
mp-568908,29.0,Ti1 As1
mp-569114,12.0,Ba1 Ag2 Sn1 Se4
mp-569250,116.0,V1 Ir1
mp-570002,220.0,C1
mp-570008,36.0,Sr3 Bi1 N1
mp-570293,77.0,Nb5 Ga3
mp-570428,38.0,Sc3 In1
mp-570578,48.0,Zr1 In3
mp-570923,57.0,Y1 Re2
mp-571264,16.0,Ca5 Au4
mp-571420,40.0,Ba1 Ni2 P4
mp-571499,96.0,Ta1 Ir1
mp-571622,76.0,Be12 Pt1
mp-573316,12.0,Cs1 Pt2 Se3
mp-576,159.0,B13 C2
mp-5853,121.0,Li1 Si2 N3
mp-604884,75.0,B1 N1
mp-620290,54.0,Sr2 Tl1 Cu1 O5
mp-622497,85.0,V3 O5
mp-627439,129.0,Mn3 Ga1 N1
mp-629015,73.0,B1 N1
mp-631425,83.0,Fe1 Tc2 Cl1
mp-631479,22.0,Ca1 Hf1 Be1
mp-631527,13.0,In2 Ge1 B1
mp-632311,64.0,Ta2 H1
mp-634431,10.0,K1 H1 C1 O3
mp-634859,30.0,Ca1 O2
mp-639659,61.0,In1 Cu1 Pt2
mp-639910,56.0,Y1 Sn6 Ru4
mp-643273,35.0,Na1 H2 Pd3
mp-643279,9.0,K2 H6 Pt1
mp-656887,78.0,Ni3 O4
mp-669917,48.0,Zr1 Rh1
mp-672299,34.0,Y1 In1 Ni1
mp-674478,14.0,Ba1 C1 O3
mp-675477,18.0,Sn4 Bi2 Se7
mp-685055,14.0,Cr1 Te2
mp-6997,21.0,Sb2 Te1
mp-7090,15.0,Na1 Mg1 Sb1
mp-715262,42.0,Fe1 O1
mp-7191,38.0,Sr3 Ga1 N3
mp-722913,83.0,Hf3 Zn3 N1
mp-725,94.0,Rh1 O2
mp-7263,56.0,Ca1 Ga1 N1
mp-743,9.0,Rb1 N3
mp-7469,22.0,Na1 Cu1 O1
mp-752826,74.0,Al2 O3
mp-752947,36.0,Na1 Ti1 S2
mp-753,28.0,Zn1 Sb1
mp-753081,22.0,Li3 Cu4 O4
mp-753257,19.0,Li1 Cu1 F4
mp-753360,27.0,Bi1 O1 F1
mp-753712,25.0,Y1 I1 O1
mp-754,48.0,Te2 Rh1
mp-754213,64.0,Li2 Zr1 Cu1 O4
mp-754326,26.0,Na1 Ag1 O2
mp-754352,27.0,Na3 Cu1 O2
mp-754375,76.0,Na1 Ti2 O3
mp-754624,126.0,Al2 O3
mp-754711,77.0,Nb2 Pb2 O7
mp-754752,61.0,Nb1 N1 O1
mp-754839,32.0,Sn1 Bi1 O4
mp-755313,81.0,Sc2 O3
mp-756063,19.0,Rb1 Nb1 O3
mp-756134,75.0,Zr1 Se1 O1
mp-756187,15.0,Li2 Fe1 S2
mp-756235,6.0,Ba3 Sr1 I8
mp-7599,139.0,Be1 O1
mp-759943,111.0,Al2 O3
mp-7603,30.0,Li2 Ti1 F6
mp-760415,13.0,Li3 Sb1 S4
mp-761315,57.0,Mn1 Fe1 O4
mp-761341,109.0,Ti1 V1 O4
mp-765499,33.0,Li3 V1 F6
mp-768240,32.0,Ba1 Y2 F8
mp-775909,91.0,Zr1 O2
mp-778,89.0,Fe2 P1
mp-779545,17.0,Na3 Cu1 O2
mp-7921,27.0,Mg1 Pd1 F6
mp-7936,57.0,Li1 Nb1 S2
mp-796,18.0,Nb3 Al1
mp-7986,86.0,Ca1 Sn1 O3
mp-8046,172.0,Ta4 N5
mp-8074,36.0,Ta1 Sn1 O3
mp-8211,11.0,Ga1 Ge1 Te1
mp-8224,26.0,Ca1 Sn1 F6
mp-8389,15.0,Na6 Zn1 S4
mp-846,67.0,Hf2 Al3
mp-8608,19.0,K1 Cu4 As2
mp-8612,10.0,Sb2 Te1 Se2
mp-862339,38.0,Sc2 Ga1 Ag1
mp-862360,48.0,Sc2 Ni1 Ir1
mp-862363,41.0,Sc2 Pd1 Pt1
mp-862364,70.0,Sc2 Os1 Pt1
mp-862366,31.0,Sc2 Tl1 Ag1
mp-862367,57.0,Sc2 Ni1 Ru1
mp-862446,131.0,Ta1 Al1 Ru2
mp-862713,93.0,Be1 Ge1 Ru2
mp-862745,12.0,Sr2 Li1 Pt1
mp-8643,231.0,Os1
mp-864794,20.0,Zn1 Ag3
mp-864889,39.0,Zr1 Zn3
mp-864909,80.0,Hf1 Al1 Ru2
mp-864941,23.0,Mg1 Sc2
mp-864971,113.0,Mn1 Sn1 Ru2
mp-864976,29.0,Mg2 Ag1 Ir1
mp-864990,127.0,Mn2 Al1 W1
mp-865130,78.0,Hf2 Mo1 Rh1
mp-865150,23.0,Mg1 Cd1 Au2
mp-865385,70.0,V3 Re1
mp-865525,19.0,Y1 Cd1 Hg2
mp-865603,47.0,Y2 Ir1 Rh1
mp-865649,94.0,Ti2 Tc1 Rh1
mp-865747,55.0,Y2 Mg1 Ge2
mp-865786,65.0,Cr1 Pd3
mp-866033,90.0,Al1 Zn1 Rh2
mp-866062,106.0,Hf1 Si1 Ru2
mp-866143,94.0,Ti1 Be1 Rh2
mp-866376,88.0,Ti1 Mn2 Ge1
mp-866522,23.0,Ca2 Sn1 S4
mp-8666,8.0,Cs1 Ag1 O1
mp-867121,30.0,Li1 Y2 Pt1
mp-867226,12.0,Li3 In1
mp-867252,35.0,Li1 Zn2 Ni1
mp-867270,111.0,Be2 Co1 Pt1
mp-867351,141.0,Tc1
mp-867794,43.0,Sc2 Cu1 Ir1
mp-867834,18.0,Li1 Hf1 Pt2
mp-867927,110.0,Li1 V1 Ir2
mp-8752,13.0,Na4 Cd1 P2
mp-8939,147.0,Si2 W1
mp-900,29.0,Rh1 Se1
mp-9060,24.0,Rb1 Pd1 F3
mp-910,197.0,Nb1 C1
mp-924128,80.0,Hf1 Ni1 Sn1
mp-947,12.0,Au2 S1
mp-9472,20.0,Li1 Ag2 Ge1
mp-9486,14.0,K2 Al1 F5
mp-9587,163.0,Ta1 Mo1 N1
mp-960,153.0,B2 Mo1
mp-961697,35.0,Sc1 Ge1 Au1
mp-9672,14.0,K2 Ni1 P2
mp-971948,38.0,Zn3 Co1
mp-9721,46.0,Ca3 Ge1 O1
mp-972845,103.0,Si1 Mo1
mp-972869,42.0,Sc2 Ga1 Pt1
mp-972961,37.0,Sc2 Ni1 Rh1
mp-973896,32.0,Ni3 I1
mp-974395,76.0,Pt3 Rh1
mp-974565,55.0,Re1 P3
mp-975882,9.0,Li3 Cu1
mp-975905,28.0,Mo3 I1
mp-976139,8.0,Li3 Mg1
mp-976256,8.0,Li3 Mg1
mp-976271,38.0,K1 Ti2 F7
mp-976280,8.0,Li1 Br1
mp-977310,21.0,Os1 Au3
mp-977382,84.0,Ta2 V1 Ru1
mp-9778,11.0,K2 Ag1 P1
mp-978490,74.0,Si1 Pd1 O3
mp-978534,56.0,Si1 Ge1
mp-979294,47.0,Sr1 Ag1 O3
mp-981367,56.0,Sr1 Tl1 O3
mp-982070,137.0,V1 Ir1
mp-983123,33.0,Hf1 Mg1 Au2
mp-984351,15.0,Cu1 Ag3
mp-984718,126.0,B1 As1
mp-985281,14.0,Cs1 Ir1
mp-985825,49.0,Al3 Cu1
mp-989512,11.0,Li1 Tl2 In1 Cl6
mp-989586,30.0,Sr1 Tc1 N3
mp-9907,22.0,Sr1 As3
mp-9927,27.0,Mg1 Rh1 F6
mp-9934,24.0,Ba1 Mg1 Si1
mp-9946,33.0,Zn1 S1
mp-997012,28.0,Cu1 Pd1 O2
mp-997616,12.0,Ba1 C1
mp-998323,8.0,Cs1 In1 Br3
mp-999118,44.0,Tc1 B1
mp-999259,168.0,Ru1 C1
mp-999496,13.0,Na3 N1
mp-999539,30.0,Mn1 O1
mvc-11697,65.0,Y1 Cu1 O3
mvc-13598,20.0,Y1 Bi1 O3
mvc-15387,147.0,W1 N1
mvc-15474,46.0,Y1 Sn1 O3
mvc-3525,24.0,V1 Zn1 F4
mp-1001019,20.0,Mg1 Sc2 Se4
mp-1001783,26.0,Li1 Sn1 S2
mp-1001834,77.0,Hf1 N1
mp-10021,15.0,Ga1
mp-1002117,66.0,Tc1 N1
mp-1003317,65.0,Mn3 H1 O6
mp-10051,14.0,Te1 As1
mp-10055,179.0,Co2 B4 Mo1
mp-1008625,160.0,W2 C1
mp-1008653,11.0,Ag1 C1
mp-1009083,27.0,Mg1 Sn1 P2
mp-1009223,25.0,Na1 As1
mp-1009750,45.0,Sc1 N1
mp-1009822,61.0,Sn1 C1
mp-101,217.0,Ir1
mp-1011695,5.0,Cs2 Se1
mp-1013544,25.0,Ca3 Sb1 As1
mp-1013713,9.0,Ba3 Bi1 P1
mp-1013734,27.0,Ba3 As1 N1
mp-1016842,28.0,Ti1 Hg1 O3
mp-1016874,68.0,Si1 Hg1 O3
mp-1016928,150.0,Mg1 Si1 O3
mp-1016999,125.0,Sr1 Ge1 O3
mp-1017578,107.0,Hf1 B1 Rh3
mp-1017629,40.0,Mg1 Ni1 H3
mp-1017987,182.0,Tc3 N1
mp-1018043,42.0,Ti2 In1 Co1
mp-1018070,24.0,Ti2 In1 Fe1
mp-1018082,80.0,Cr1 Co2 Sb1
mp-1018128,39.0,Sc1 Ag2
mp-1018714,66.0,Hf1 Ga1 Cu1
mp-1018721,60.0,Hf1 O2
mp-1018783,60.0,Li1 Be1 B1
mp-1021674,7.0,Ni1 Cl1
mp-1023934,8.0,Mo1 Se2
mp-1025010,113.0,Be5 Fe1
mp-1025222,44.0,Zn1 Pd5 Se1
mp-1025241,52.0,Sc1 Ga5 Fe1
mp-1025271,79.0,Al1 P1 Pt5
mp-1025366,27.0,Si1 Sb1 Pt5
mp-1025373,4.0,Tc1 F6
mp-1025377,6.0,Cd1 Ag2 I4
mp-1029374,90.0,Ba1 Ti1 N2
mp-1029385,86.0,Li2 Sn1 N2
mp-1029633,36.0,Ca1 Sn1 N2
mp-1029726,59.0,Li6 Ir1 N4
mp-1029868,38.0,Sr5 Si2 N6
mp-10485,23.0,Ba1 Li1 Sb1
mp-10564,35.0,Sr1 N2
mp-10736,6.0,Ba3 N1
mp-10797,39.0,Ca1 Si1 Ni2
mp-10824,27.0,Zn1 Cu2 Ge1 Se4
mp-10891,34.0,Mn1 Al1 Pd2
mp-1095534,91.0,C1
mp-1099,62.0,Ni1 Ge1
mp-1113,152.0,B1 W2
mp-1118,64.0,Si1 Ni2
mp-1124,27.0,Mg1 Zn2
mp-11366,43.0,Zr1 Zn1 Cu2
mp-11444,49.0,Y1 Ga2 Ni1
mp-11482,188.0,Mo1 Ir3
mp-11531,86.0,V1 Ni2
mp-11549,76.0,V1 Pd2
mp-11582,17.0,Li1 Ga1 Se2
mp-11718,14.0,Rb1 F1
mp-11737,53.0,Li4 Si1 O4
mp-11807,51.0,Li1 Pt1
mp-11947,27.0,Li1 Al1 Ag2
mp-12079,31.0,K1 Co2 S2
mp-12108,114.0,V1 Pt2
mp-12268,19.0,Ba1 Cu1 F4
mp-12427,92.0,Sr2 Ta1 Ga1 O6
mp-1251,96.0,V1 Rh1
mp-12565,31.0,Mn1 Au4
mp-12593,111.0,Sc1 Ir3
mp-12666,78.0,Be12 Pd1
mp-12759,26.0,Zn2 Cu1 Au1
mp-1278,87.0,Zr2 Si1
mp-12962,58.0,Zr6 Fe1 Sb2
mp-13070,55.0,Sc2 Al1 C1
mp-13119,19.0,Cd1 O1
mp-1321,18.0,Cd1 Sb1
mp-1326,22.0,Nb3 Sn1
mp-13312,27.0,Sc1 Tl1 S2
mp-1349,50.0,Sr1 Pt2
mp-13797,30.0,K2 Na1 Cu1 F6
mp-13911,19.0,Ca1 Zn2 Ge2
mp-1395,76.0,V1 Ru1
mp-13993,46.0,Ti3 Ni1 S6
mp-14006,22.0,Ba1 Ge1 F6
mp-14105,34.0,Al1 Tl1 O2
mp-14142,51.0,Ti1 Zn1 O3
mp-14285,122.0,Co1 P2
mp-1438,152.0,Zr1 Ir3
mp-14568,29.0,Ba1 Mg1 F4
mp-1472,226.0,Zr1 B2
mp-1483,83.0,Si1 Rh1
mp-15605,73.0,Sc1 Si3 Ni2
mp-15643,31.0,Sr1 Mg1 Ge1
mp-15651,45.0,Ni1 Se1
mp-15780,75.0,Mg1 P1 Pt5
mp-15809,185.0,Cr2 B1
mp-15845,29.0,Sr1 Li4 N2
mp-16053,21.0,Cu1 Si1 O3
mp-1609,104.0,Cr3 Ir1
mp-16246,14.0,Cd1 Sb1 Au1
mp-16261,58.0,Ca1 Ge2 Rh2
mp-16290,60.0,Zn1 Ni3 C1
mp-16497,45.0,Sc1 Al1 Cu2
mp-16514,75.0,Al3 Ni5
mp-1689,75.0,Hf1 Re2
mp-171,101.0,V1 Ni3
mp-17639,51.0,Y2 Zn17
mp-1773,270.0,Re1 B2
mp-17783,30.0,Mg3 Au1
mp-1780,61.0,Sc1 Rh1
mp-1782,37.0,Sc1 Se1
mp-18288,16.0,Ti1 Sn2 O4
mp-18513,20.0,Ba2 Mn1 Se3
mp-18850,66.0,Ba1 Y1 Mn2 O5
mp-18903,44.0,Sr2 Cd1 W1 O6
mp-18908,62.0,Sr2 Ni1 Te1 O6
mp-18924,55.0,Sr3 Fe2 O6
mp-18937,80.0,V2 O3
mp-18966,42.0,Fe1 Ag1 O2
mp-18972,72.0,Sr2 V1 O4
mp-19091,137.0,Cr1 O1
mp-19133,47.0,Y1 V1 O4
mp-19299,109.0,Cr1 B1 O3
mp-19417,47.0,Ti1 Fe1 O3
mp-19419,74.0,Li1 Fe1 O2
mp-19420,72.0,Sr2 Mg1 W1 O6
mp-1949,61.0,Ti1 Mn2
mp-196,84.0,Al5 Co2
mp-19791,48.0,Ca1 Ge2 Ru2
mp-19807,57.0,Co3 Sn2 S2
mp-20120,60.0,Fe1 Se1
mp-20192,86.0,Hf1 Mn1 Si1
mp-20199,13.0,P1 Pb1 S3
mp-2025,120.0,Hf1 Be5
mp-20269,16.0,Mn1 Ga1 Pt1
mp-20422,10.0,K1 Mn1 P1
mp-20424,113.0,Mg1 Co3 C1
mp-20457,49.0,In1 P1
mp-20458,10.0,Pt1 Pb1 F6
mp-20473,32.0,Mn2 Ge1
mp-20536,72.0,Co1 Sn1
mp-20661,72.0,Ti2 Pb1 C1
mp-2071,35.0,Zn3 P2
mp-20841,57.0,Ba2 Ca1 Ir1 O6
mp-20860,115.0,Mn3 Sn1 C1
mp-21008,84.0,Ni3 Ge1
mp-21141,62.0,Fe2 Cu1 Ge2
mp-2123,61.0,Nb3 Au2
mp-2132,87.0,Cr1 N1
mp-21440,95.0,Nb1 Cr1 Ge1
mp-21464,131.0,Co1 Re1 B1
mp-215,29.0,Y1 Sb1
mp-21850,59.0,Fe3 Sn1 C1
mp-21862,158.0,V1 Ru3 C1
mp-22027,20.0,Mn1 Sn1 Au1
mp-2207,14.0,Nb1 Se2
mp-22204,79.0,Co2 P1
mp-2231,17.0,Sn1 S1
mp-22434,125.0,Hf1 Fe1 P1
mp-22444,101.0,Ta4 Fe1 P1
mp-22546,63.0,Co1 As1 Rh1
mp-22687,20.0,Ba1 In4
mp-22865,8.0,Cs1 Cl1
mp-22867,6.0,Rb1 Br1
mp-22868,30.0,Bi1 Rh1
mp-2287,90.0,Si1 Rh1
mp-22891,21.0,Bi2 O3
mp-22965,5.0,Bi1 Te1 I1
mp-23038,5.0,Cs1 V1 Br3
mp-2322,60.0,Y1 Al2
mp-23262,30.0,Bi2 O3
mp-23313,16.0,In1 Bi1
mp-2340,29.0,Na2 O2
mp-23710,35.0,Mg1 H2
mp-23918,8.0,Na1 Ga1 H4
mp-24093,33.0,Cu1 H1
mp-24289,38.0,H1 Pd1
mp-2434,31.0,Sr1 Tl1
mp-24409,7.0,P1 H4 I1
mp-2454,79.0,Ti1 Fe2
mp-24650,58.0,Y1 H2
mp-2653,383.0,B1 N1
mp-2657,110.0,Ti1 O2
mp-2674,73.0,Y1 Pt2
mp-2686,15.0,Ca2 N1
mp-2693,29.0,Sn1 Se1
mp-27219,19.0,Mg1 Sb2 O4
mp-27226,52.0,Mg1 Cu2 O3
mp-27255,18.0,Ga2 Te1 S2
mp-2732,84.0,P1 Rh2
mp-2749,106.0,Ti1 Be2
mp-27562,35.0,Na2 Pd3 O4
mp-2768,14.0,Ba2 As1
mp-27705,26.0,Li2 Si1
mp-27718,15.0,Cs1 Hg1 Br3
mp-27838,10.0,Na3 Bi1
mp-2795,159.0,Zr1 C1
mp-28069,24.0,Ca3 As1 Cl3
mp-28264,12.0,Rb1 H3 O2
mp-2831,76.0,Fe1 Pd1
mp-2858,85.0,Zr1 O2
mp-28786,110.0,Zn1 B2 Ir2
mp-2879,74.0,Sr1 Sn1 O3
mp-28872,9.0,Rb1 Br1 O3
mp-2895,74.0,Mg2 Si1 O4
mp-29026,110.0,Mn1 W1 N2
mp-29111,109.0,Al2 Fe3 Si4
mp-2935,35.0,Li2 Ge1 Au1
mp-2955,42.0,Na1 Mg1 F3
mp-29551,8.0,Na3 Hg1
mp-29652,14.0,Ta1 Se3
mp-29678,15.0,Ag1 Bi1 S2
mp-29748,12.0,Te1 Pd1 I1
mp-29868,25.0,Li1 Au1 C2
mp-30045,68.0,Co1 Ge2
mp-30234,4.0,Cs2 W1 Cl6
mp-30427,19.0,Ba1 Zn1 Bi2
mp-305,97.0,Ti1 Fe1
mp-30536,53.0,V5 Sb4
mp-30722,20.0,Sc1 Hg3
mp-30769,24.0,Li13 Sn5
mp-30777,76.0,Mg1 Pt3
mp-30807,62.0,Zr1 Ni4 Sn1
mp-30816,29.0,Li2 Al1 Pd1
mp-30849,78.0,Ta1 Pt2
mp-30921,21.0,Y6 Co1 Bi2
mp-3094,45.0,Sr1 Al2 O4
mp-31043,10.0,H5 N1 F2
mp-31081,76.0,Sc1 Mn4 Al8
mp-31220,10.0,Al1 Si1 Te3
mp-315,22.0,Pb1 F2
mp-32,45.0,Ge1
mp-32570,111.0,Al2 O3
mp-32679,133.0,Nb10 C7
mp-32880,14.0,Cu1 Br1
mp-33363,33.0,Li1 Y1 S2
mp-3345,33.0,Cu3 As1 S4
mp-3385,50.0,Sr1 P2 Pd2
mp-34169,17.0,Zn1 In2 Se4
mp-3442,106.0,Ca1 Ti1 O3
mp-3469,60.0,Zr1 Ni2 Sb1
mp-3488,42.0,Na2 Ti3 O7
mp-3497,19.0,Fe1 Cu1 S2
mp-35035,5.0,K1 C1 N1
mp-3515,106.0,Y1 Co2 B2
mp-3519,50.0,Zr1 S1 O1
mp-3567,11.0,Na1 V1 Se2
mp-3660,46.0,Li1 B3 O5
mp-3679,51.0,Ni1 Sb1 S1
mp-3701,85.0,Sc1 Al8 Fe4
mp-37214,66.0,Mn1 Pb1 O3
mp-37307,110.0,Na1 W2 O6
mp-3740,40.0,Ti1 Ni2 Sn1
mp-37657,45.0,Ca3 Si1 O5
mp-38194,65.0,Y1 O1 F1
